time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-15 00:00:00+00:00,,,17,6
2024-11-16 00:00:00+00:00,,,7,1
2024-11-17 00:00:00+00:00,,,3,1
2024-11-18 00:00:00+00:00,,,6,3
2024-11-19 00:00:00+00:00,1.0,1.0,16,5
2024-11-20 00:00:00+00:00,,,14,4
2024-11-21 00:00:00+00:00,,,6,6
2024-11-22 00:00:00+00:00,,,18,8
2024-11-23 00:00:00+00:00,1.0,1.0,4,2
2024-11-24 00:00:00+00:00,1.0,1.0,6,3
2024-11-25 00:00:00+00:00,,,28,7
2024-11-26 00:00:00+00:00,,,12,3
2024-11-27 00:00:00+00:00,1.0,1.0,5,2
2024-11-28 00:00:00+00:00,,,9,3
