time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-23 00:00:00+00:00,,,16,5
2024-07-24 00:00:00+00:00,3.0,1.0,11,6
2024-07-25 00:00:00+00:00,,,43,5
2024-07-26 00:00:00+00:00,1.0,1.0,19,5
2024-07-27 00:00:00+00:00,,,2,1
2024-07-28 00:00:00+00:00,2.0,2.0,4,1
2024-07-29 00:00:00+00:00,,,33,3
2024-07-30 00:00:00+00:00,1.0,1.0,6,2
2024-07-31 00:00:00+00:00,1.0,1.0,3,1
2024-08-01 00:00:00+00:00,,,15,1
2024-08-02 00:00:00+00:00,2.0,1.0,17,7
2024-08-03 00:00:00+00:00,,,4,3
2024-08-04 00:00:00+00:00,1.0,1.0,1,1
2024-08-05 00:00:00+00:00,1.0,1.0,19,5
