url_path,views_total,views_unique
/George-R-Heath/NanoLocz,60,20
/George-R-Heath/NanoLocz/releases,5,4
/George-R-Heath/NanoLocz/graphs/traffic,4,1
/George-R-Heath/NanoLocz/tree/main/Example%20Data,4,1
/George-R-Heath/NanoLocz/pulse,3,1
/George-R-Heath/NanoLocz/branches,2,1
/George-R-Heath/NanoLocz/deployments/github-pages,2,1
/George-R-Heath/NanoLocz/upload/main,2,1
/George-R-Heath/NanoLocz/commit/b6992c70e82fa61fdb1bb040ac9d6f6bf0f0feeb,1,1
/George-R-Heath/NanoLocz/commit/ee76ae2d5adcfea18251431e2989b0ff78562b11,1,1
