time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,1,1,1,1
2025-05-26 00:00:00+00:00,2,2,6,3
2025-05-27 00:00:00+00:00,1,1,11,2
2025-05-28 00:00:00+00:00,1,1,30,7
2025-05-29 00:00:00+00:00,9,6,69,11
2025-05-30 00:00:00+00:00,4,3,71,11
2025-05-31 00:00:00+00:00,2,2,10,5
2025-06-01 00:00:00+00:00,1,1,6,2
2025-06-02 00:00:00+00:00,2,2,23,8
2025-06-03 00:00:00+00:00,1,1,77,6
2025-06-04 00:00:00+00:00,4,2,51,11
2025-06-05 00:00:00+00:00,4,3,27,7
2025-06-06 00:00:00+00:00,5,2,25,5
2025-06-07 00:00:00+00:00,2,2,5,3
