referrer,views_total,views_unique
github.com,58,11
Google,56,13
onlinelibrary.wiley.com,29,6
biorxiv.org,24,2
t.co,5,1
george-r-heath.github.io,4,3
statics.teams.cdn.office.net,2,1
onlinelibrary-wiley-com.proxy.insermbiblio.inist.fr,1,1
