referrer,views_total,views_unique
Google,98,15
github.com,32,8
Bing,21,1
george-r-heath.github.io,10,7
onlinelibrary.wiley.com,7,3
biorxiv.org,2,1
linkedin.com,2,1
heath-afm-lab.github.io,1,1
DuckDuckGo,1,1
youtube.com,1,1
