url_path,views_total,views_unique
/George-R-Heath/NanoLocz,27,12
/George-R-Heath/NanoLocz/releases,9,7
/George-R-Heath/NanoLocz/releases/tag/v1.4.2,3,3
/George-R-Heath/NanoLocz/tree/main/Example Data,3,1
