time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-04 00:00:00+00:00,7,3,9,6
2026-03-05 00:00:00+00:00,13,8,10,4
2026-03-06 00:00:00+00:00,9,5,4,3
2026-03-07 00:00:00+00:00,3,3,0,0
2026-03-08 00:00:00+00:00,13,5,6,3
2026-03-09 00:00:00+00:00,4,4,8,4
2026-03-10 00:00:00+00:00,11,3,5,3
2026-03-11 00:00:00+00:00,9,5,17,5
2026-03-12 00:00:00+00:00,6,2,2,2
2026-03-13 00:00:00+00:00,16,8,8,4
2026-03-14 00:00:00+00:00,6,2,8,2
2026-03-15 00:00:00+00:00,4,4,1,1
2026-03-16 00:00:00+00:00,16,8,10,6
2026-03-17 00:00:00+00:00,2,2,16,5
