time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,23,9,1,1
2026-05-24 00:00:00+00:00,16,8,2,1
2026-05-25 00:00:00+00:00,25,6,2,1
2026-05-26 00:00:00+00:00,9,4,4,1
2026-05-27 00:00:00+00:00,16,7,9,4
2026-05-28 00:00:00+00:00,15,6,0,0
2026-05-29 00:00:00+00:00,17,8,1,1
2026-05-30 00:00:00+00:00,28,11,0,0
2026-05-31 00:00:00+00:00,18,8,0,0
2026-06-01 00:00:00+00:00,1,1,46,36
2026-06-02 00:00:00+00:00,14,5,3,2
2026-06-03 00:00:00+00:00,2,2,0,0
2026-06-04 00:00:00+00:00,16,8,6,3
2026-06-05 00:00:00+00:00,14,5,26,3
