time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-22 00:00:00+00:00,,,21,8
2024-10-23 00:00:00+00:00,1.0,1.0,21,9
2024-10-24 00:00:00+00:00,,,57,10
2024-10-25 00:00:00+00:00,,,23,7
2024-10-26 00:00:00+00:00,1.0,1.0,1,1
2024-10-27 00:00:00+00:00,1.0,1.0,2,2
2024-10-28 00:00:00+00:00,1.0,1.0,19,6
2024-10-29 00:00:00+00:00,,,15,8
2024-10-30 00:00:00+00:00,,,22,6
2024-10-31 00:00:00+00:00,1.0,1.0,49,14
2024-11-01 00:00:00+00:00,3.0,3.0,32,5
2024-11-02 00:00:00+00:00,1.0,1.0,4,3
2024-11-03 00:00:00+00:00,,,4,1
2024-11-04 00:00:00+00:00,1.0,1.0,12,4
