time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,2,2,6,4
2026-01-17 00:00:00+00:00,8,4,1,1
2026-01-18 00:00:00+00:00,8,4,6,3
2026-01-19 00:00:00+00:00,9,5,22,3
2026-01-20 00:00:00+00:00,8,4,16,7
2026-01-21 00:00:00+00:00,2,2,2,2
2026-01-22 00:00:00+00:00,15,7,9,5
2026-01-23 00:00:00+00:00,2,2,2,1
2026-01-24 00:00:00+00:00,15,7,1,1
2026-01-25 00:00:00+00:00,10,6,5,1
2026-01-26 00:00:00+00:00,18,9,26,8
2026-01-27 00:00:00+00:00,2,2,9,4
2026-01-28 00:00:00+00:00,4,4,8,7
2026-01-29 00:00:00+00:00,6,6,6,5
