time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,3,2,11,5
2025-02-27 00:00:00+00:00,2,2,45,3
2025-02-28 00:00:00+00:00,5,2,30,4
2025-03-01 00:00:00+00:00,4,2,7,1
2025-03-02 00:00:00+00:00,4,2,2,1
2025-03-03 00:00:00+00:00,4,3,51,6
2025-03-04 00:00:00+00:00,5,3,20,2
2025-03-05 00:00:00+00:00,5,2,30,6
2025-03-06 00:00:00+00:00,1,1,34,6
2025-03-07 00:00:00+00:00,1,1,42,3
2025-03-08 00:00:00+00:00,3,3,5,3
2025-03-09 00:00:00+00:00,4,2,4,1
2025-03-10 00:00:00+00:00,4,2,17,2
2025-03-11 00:00:00+00:00,1,1,25,4
