url_path,views_total,views_unique
/George-R-Heath/NanoLocz,96,29
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz,58,1
/George-R-Heath/NanoLocz/graphs/traffic,35,1
/George-R-Heath/NanoLocz/blob/main/NanoLocz-User-Guide.md,34,10
/George-R-Heath/NanoLocz/releases,26,19
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz/latest-report,23,1
/George-R-Heath/NanoLocz/blob/main/README.md,20,5
/George-R-Heath/NanoLocz/pulse,19,2
/George-R-Heath/NanoLocz/blob/github-repo-stats/George-R-Heath/NanoLocz/latest-report/report.md,16,1
/George-R-Heath/NanoLocz/tree/main/Example%20Data,14,4
