time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,5.0,2.0,30,8
2025-03-19 00:00:00+00:00,6.0,3.0,27,10
2025-03-20 00:00:00+00:00,5.0,3.0,7,1
2025-03-21 00:00:00+00:00,5.0,2.0,35,3
2025-03-22 00:00:00+00:00,4.0,2.0,5,1
2025-03-23 00:00:00+00:00,3.0,2.0,4,1
2025-03-24 00:00:00+00:00,4.0,2.0,31,4
2025-03-25 00:00:00+00:00,8.0,3.0,28,4
2025-03-26 00:00:00+00:00,1.0,1.0,28,5
2025-03-27 00:00:00+00:00,4.0,3.0,23,3
2025-03-28 00:00:00+00:00,9.0,8.0,131,7
2025-03-29 00:00:00+00:00,7.0,4.0,7,3
2025-03-30 00:00:00+00:00,8.0,6.0,9,3
2025-03-31 00:00:00+00:00,,,23,3
