time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-16 00:00:00+00:00,11,7,25,2
2025-06-17 00:00:00+00:00,10,4,29,6
2025-06-18 00:00:00+00:00,5,5,9,3
2025-06-19 00:00:00+00:00,1,1,17,8
2025-06-20 00:00:00+00:00,1,1,21,3
2025-06-21 00:00:00+00:00,3,3,8,4
2025-06-22 00:00:00+00:00,1,1,1,1
2025-06-23 00:00:00+00:00,3,3,19,7
2025-06-24 00:00:00+00:00,3,3,9,4
2025-06-25 00:00:00+00:00,4,4,22,5
2025-06-26 00:00:00+00:00,3,3,11,7
2025-06-27 00:00:00+00:00,3,3,5,2
2025-06-28 00:00:00+00:00,2,2,5,2
2025-06-29 00:00:00+00:00,1,1,5,3
