time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-20 00:00:00+00:00,20.0,7.0,381,9
2024-05-21 00:00:00+00:00,106.0,22.0,1333,6
2024-05-22 00:00:00+00:00,1.0,1.0,77,8
2024-05-23 00:00:00+00:00,1.0,1.0,40,8
2024-05-24 00:00:00+00:00,1.0,1.0,32,6
2024-05-25 00:00:00+00:00,6.0,3.0,11,2
2024-05-26 00:00:00+00:00,3.0,3.0,26,2
2024-05-27 00:00:00+00:00,5.0,2.0,10,2
2024-05-28 00:00:00+00:00,1.0,1.0,23,6
2024-05-29 00:00:00+00:00,6.0,2.0,21,4
2024-05-30 00:00:00+00:00,2.0,2.0,23,3
2024-05-31 00:00:00+00:00,1.0,1.0,31,7
2024-06-01 00:00:00+00:00,2.0,2.0,7,1
2024-06-02 00:00:00+00:00,,,3,1
