time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-06 00:00:00+00:00,4,2,1,1
2025-04-07 00:00:00+00:00,1,1,20,6
2025-04-08 00:00:00+00:00,5,2,4,3
2025-04-09 00:00:00+00:00,2,2,6,3
2025-04-10 00:00:00+00:00,4,2,13,6
2025-04-11 00:00:00+00:00,1,1,52,13
2025-04-12 00:00:00+00:00,5,3,13,4
2025-04-13 00:00:00+00:00,2,2,6,3
2025-04-14 00:00:00+00:00,1,1,28,6
2025-04-15 00:00:00+00:00,5,4,9,3
2025-04-16 00:00:00+00:00,1,1,13,6
2025-04-17 00:00:00+00:00,1,1,6,4
2025-04-18 00:00:00+00:00,12,2,2,2
2025-04-19 00:00:00+00:00,1,1,2,2
