time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,5,2,12,4
2024-05-09 00:00:00+00:00,1,1,14,3
2024-05-10 00:00:00+00:00,1,1,32,4
2024-05-11 00:00:00+00:00,5,2,4,2
2024-05-12 00:00:00+00:00,1,1,5,2
2024-05-13 00:00:00+00:00,1,1,27,5
2024-05-14 00:00:00+00:00,5,2,49,7
2024-05-15 00:00:00+00:00,116,21,571,11
2024-05-16 00:00:00+00:00,5,4,90,12
2024-05-17 00:00:00+00:00,5,2,44,4
2024-05-18 00:00:00+00:00,2,2,6,3
2024-05-19 00:00:00+00:00,1,1,12,4
2024-05-20 00:00:00+00:00,20,7,381,9
2024-05-21 00:00:00+00:00,101,21,1333,6
