time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-23 00:00:00+00:00,1,1,16,5
2025-09-24 00:00:00+00:00,1,1,7,1
2025-09-25 00:00:00+00:00,8,4,6,3
2025-09-26 00:00:00+00:00,1,1,15,3
2025-09-27 00:00:00+00:00,3,3,4,3
2025-09-28 00:00:00+00:00,2,2,2,1
2025-09-29 00:00:00+00:00,5,5,20,4
2025-09-30 00:00:00+00:00,1,1,22,3
2025-10-01 00:00:00+00:00,3,3,42,7
2025-10-02 00:00:00+00:00,1,1,9,3
2025-10-03 00:00:00+00:00,1,1,7,5
2025-10-04 00:00:00+00:00,1,1,1,1
2025-10-05 00:00:00+00:00,1,1,13,3
2025-10-06 00:00:00+00:00,1,1,18,4
