referrer,views_total,views_unique
Google,91,19
github.com,38,5
onlinelibrary.wiley.com,26,7
mail.google.com,14,1
biorxiv.org,13,2
t.co,10,2
com.linkedin.android,9,2
george-r-heath.github.io,7,5
ecosia.org,4,2
linkedin.com,2,2
