time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-11 00:00:00+00:00,5,5,1,1
2025-10-12 00:00:00+00:00,2,2,5,2
2025-10-13 00:00:00+00:00,3,3,12,6
2025-10-14 00:00:00+00:00,13,3,5,3
2025-10-15 00:00:00+00:00,10,4,12,3
2025-10-16 00:00:00+00:00,1,1,16,3
2025-10-17 00:00:00+00:00,7,2,8,2
2025-10-18 00:00:00+00:00,14,4,2,2
2025-10-19 00:00:00+00:00,8,3,5,2
2025-10-20 00:00:00+00:00,2,2,18,3
2025-10-21 00:00:00+00:00,21,6,18,4
2025-10-22 00:00:00+00:00,2,2,10,3
2025-10-23 00:00:00+00:00,1,1,11,6
2025-10-24 00:00:00+00:00,19,4,8,5
