time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,2,2,4,1
2025-09-07 00:00:00+00:00,6,6,1,1
2025-09-08 00:00:00+00:00,1,1,47,5
2025-09-09 00:00:00+00:00,8,7,21,6
2025-09-10 00:00:00+00:00,5,5,5,3
2025-09-11 00:00:00+00:00,1,1,45,9
2025-09-12 00:00:00+00:00,4,4,12,6
2025-09-13 00:00:00+00:00,5,5,1,1
2025-09-14 00:00:00+00:00,5,5,2,1
2025-09-15 00:00:00+00:00,8,8,15,5
2025-09-16 00:00:00+00:00,9,7,36,7
2025-09-17 00:00:00+00:00,1,1,4,4
2025-09-18 00:00:00+00:00,2,2,20,6
2025-09-19 00:00:00+00:00,4,2,11,5
