time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-19 00:00:00+00:00,1,1,12,4
2024-05-20 00:00:00+00:00,20,7,381,9
2024-05-21 00:00:00+00:00,106,22,1333,6
2024-05-22 00:00:00+00:00,1,1,77,8
2024-05-23 00:00:00+00:00,1,1,40,8
2024-05-24 00:00:00+00:00,1,1,32,6
2024-05-25 00:00:00+00:00,6,3,11,2
2024-05-26 00:00:00+00:00,3,3,26,2
2024-05-27 00:00:00+00:00,5,2,10,2
2024-05-28 00:00:00+00:00,1,1,23,6
2024-05-29 00:00:00+00:00,6,2,21,4
2024-05-30 00:00:00+00:00,2,2,23,3
2024-05-31 00:00:00+00:00,1,1,31,7
2024-06-01 00:00:00+00:00,1,1,7,1
