time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,4,2,5,1
2025-03-23 00:00:00+00:00,3,2,4,1
2025-03-24 00:00:00+00:00,4,2,31,4
2025-03-25 00:00:00+00:00,8,3,28,4
2025-03-26 00:00:00+00:00,1,1,28,5
2025-03-27 00:00:00+00:00,4,3,23,3
2025-03-28 00:00:00+00:00,9,8,131,7
2025-03-29 00:00:00+00:00,7,4,7,3
2025-03-30 00:00:00+00:00,8,6,9,3
2025-03-31 00:00:00+00:00,1,1,24,3
2025-04-01 00:00:00+00:00,1,1,21,6
2025-04-02 00:00:00+00:00,1,1,25,7
2025-04-03 00:00:00+00:00,2,2,15,5
2025-04-04 00:00:00+00:00,1,1,19,6
