time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-11 00:00:00+00:00,1,1,1,1
2025-05-12 00:00:00+00:00,6,3,20,4
2025-05-13 00:00:00+00:00,15,10,218,3
2025-05-14 00:00:00+00:00,2,2,22,3
2025-05-15 00:00:00+00:00,1,1,29,8
2025-05-16 00:00:00+00:00,2,2,26,6
2025-05-17 00:00:00+00:00,2,2,5,2
2025-05-18 00:00:00+00:00,5,2,19,2
2025-05-19 00:00:00+00:00,5,5,139,10
2025-05-20 00:00:00+00:00,4,2,80,13
2025-05-21 00:00:00+00:00,18,12,104,9
2025-05-22 00:00:00+00:00,18,8,102,3
2025-05-23 00:00:00+00:00,65,18,363,6
2025-05-24 00:00:00+00:00,9,2,4,1
