referrer,views_total,views_unique
Google,72,17
github.com,35,6
mail.google.com,14,1
biorxiv.org,13,2
onlinelibrary.wiley.com,9,5
com.linkedin.android,5,2
george-r-heath.github.io,5,2
t.co,3,1
ecosia.org,3,1
linkedin.com,2,2
