time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-03 00:00:00+00:00,1,1,51,10
2023-08-04 00:00:00+00:00,2,2,65,8
2023-08-05 00:00:00+00:00,3,3,8,2
2023-08-06 00:00:00+00:00,2,2,6,2
2023-08-07 00:00:00+00:00,3,3,48,8
2023-08-08 00:00:00+00:00,2,2,70,7
2023-08-09 00:00:00+00:00,1,1,98,5
2023-08-10 00:00:00+00:00,1,1,156,11
2023-08-11 00:00:00+00:00,2,2,96,9
2023-08-12 00:00:00+00:00,1,1,6,3
2023-08-13 00:00:00+00:00,1,1,3,1
2023-08-14 00:00:00+00:00,2,2,15,7
2023-08-15 00:00:00+00:00,2,2,10,3
2023-08-16 00:00:00+00:00,1,1,5,2
