time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,4.0,3.0,27,7
2025-06-06 00:00:00+00:00,5.0,2.0,25,5
2025-06-07 00:00:00+00:00,3.0,3.0,5,3
2025-06-08 00:00:00+00:00,5.0,2.0,16,2
2025-06-09 00:00:00+00:00,6.0,3.0,19,4
2025-06-10 00:00:00+00:00,5.0,3.0,28,4
2025-06-11 00:00:00+00:00,5.0,5.0,26,4
2025-06-12 00:00:00+00:00,6.0,4.0,26,4
2025-06-13 00:00:00+00:00,7.0,7.0,17,6
2025-06-14 00:00:00+00:00,2.0,2.0,5,2
2025-06-15 00:00:00+00:00,5.0,5.0,3,2
2025-06-16 00:00:00+00:00,11.0,7.0,25,2
2025-06-17 00:00:00+00:00,10.0,4.0,29,6
2025-06-18 00:00:00+00:00,,,9,3
