time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-14 00:00:00+00:00,2,2,39,4
2023-11-15 00:00:00+00:00,1,1,34,5
2023-11-16 00:00:00+00:00,1,1,23,2
2023-11-17 00:00:00+00:00,1,1,10,1
2023-11-18 00:00:00+00:00,1,1,10,1
2023-11-19 00:00:00+00:00,1,1,6,1
2023-11-20 00:00:00+00:00,2,2,19,1
2023-11-21 00:00:00+00:00,2,2,8,1
2023-11-22 00:00:00+00:00,1,1,25,1
2023-11-23 00:00:00+00:00,23,10,217,4
2023-11-24 00:00:00+00:00,5,4,213,15
2023-11-25 00:00:00+00:00,1,1,79,20
2023-11-26 00:00:00+00:00,3,3,55,15
2023-11-27 00:00:00+00:00,2,2,119,10
