time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-20 00:00:00+00:00,2,2,9.0,6.0
2025-11-21 00:00:00+00:00,4,4,5.0,3.0
2025-11-22 00:00:00+00:00,4,4,1.0,1.0
2025-11-23 00:00:00+00:00,2,2,,
2025-11-24 00:00:00+00:00,2,2,17.0,7.0
2025-11-25 00:00:00+00:00,3,3,16.0,3.0
2025-11-26 00:00:00+00:00,19,17,104.0,10.0
2025-11-27 00:00:00+00:00,3,3,14.0,4.0
2025-11-28 00:00:00+00:00,2,2,31.0,8.0
2025-11-29 00:00:00+00:00,4,4,2.0,2.0
2025-11-30 00:00:00+00:00,1,1,,
2025-12-01 00:00:00+00:00,53,17,5.0,5.0
2025-12-02 00:00:00+00:00,25,6,9.0,3.0
2025-12-03 00:00:00+00:00,86,23,8.0,2.0
