time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,1.0,1.0,87,5
2023-10-22 00:00:00+00:00,1.0,1.0,17,3
2023-10-23 00:00:00+00:00,2.0,2.0,38,3
2023-10-24 00:00:00+00:00,1.0,1.0,11,3
2023-10-25 00:00:00+00:00,1.0,1.0,10,3
2023-10-26 00:00:00+00:00,1.0,1.0,14,3
2023-10-27 00:00:00+00:00,2.0,2.0,10,2
2023-10-28 00:00:00+00:00,1.0,1.0,1,1
2023-10-29 00:00:00+00:00,1.0,1.0,3,1
2023-10-30 00:00:00+00:00,2.0,2.0,3,1
2023-10-31 00:00:00+00:00,19.0,9.0,197,3
2023-11-01 00:00:00+00:00,2.0,2.0,43,4
2023-11-02 00:00:00+00:00,1.0,1.0,34,2
2023-11-03 00:00:00+00:00,,,28,2
