referrer,views_total,views_unique
Google,60,8
github.com,56,6
george-r-heath.github.io,16,5
t.co,11,3
onlinelibrary.wiley.com,5,1
researchgate.net,1,1
heath-afm-lab.github.io,1,1
linkedin.com,1,1
