time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,44,11,3,3
2026-06-24 00:00:00+00:00,42,12,1,1
2026-06-25 00:00:00+00:00,26,6,16,5
2026-06-26 00:00:00+00:00,26,9,2,2
2026-06-27 00:00:00+00:00,14,5,1,1
2026-06-28 00:00:00+00:00,7,2,1,1
2026-06-29 00:00:00+00:00,10,5,4,3
2026-06-30 00:00:00+00:00,19,6,3,2
2026-07-01 00:00:00+00:00,2,2,7,4
2026-07-02 00:00:00+00:00,9,4,7,5
2026-07-03 00:00:00+00:00,14,5,11,5
2026-07-04 00:00:00+00:00,8,3,1,1
2026-07-05 00:00:00+00:00,8,3,2,2
2026-07-06 00:00:00+00:00,1,1,5,4
