url_path,views_total,views_unique
/George-R-Heath/NanoLocz,137,30
/George-R-Heath/NanoLocz/graphs/traffic,42,1
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz,28,1
/George-R-Heath/NanoLocz/pulse,25,2
/George-R-Heath/NanoLocz/releases,16,12
/George-R-Heath/NanoLocz/tree/main/scripts,12,4
/George-R-Heath/NanoLocz/forks,9,1
/George-R-Heath/NanoLocz/blob/github-repo-stats/George-R-Heath/NanoLocz/latest-report/report.pdf,8,1
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz/latest-report,6,1
/George-R-Heath/NanoLocz/blob/main/docs/localize.md,4,1
