time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-16 00:00:00+00:00,13,4,5,3
2026-05-17 00:00:00+00:00,8,3,1,1
2026-05-18 00:00:00+00:00,18,6,1,1
2026-05-19 00:00:00+00:00,30,10,7,4
2026-05-20 00:00:00+00:00,21,7,1,1
2026-05-21 00:00:00+00:00,14,5,3,2
2026-05-22 00:00:00+00:00,6,5,1,1
2026-05-23 00:00:00+00:00,23,9,1,1
2026-05-24 00:00:00+00:00,16,8,2,1
2026-05-25 00:00:00+00:00,25,6,2,1
2026-05-26 00:00:00+00:00,9,4,4,1
2026-05-27 00:00:00+00:00,16,7,9,4
2026-05-28 00:00:00+00:00,15,6,0,0
2026-05-29 00:00:00+00:00,17,8,1,1
