time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,5,2,16,2
2025-06-09 00:00:00+00:00,6,3,19,4
2025-06-10 00:00:00+00:00,5,3,28,4
2025-06-11 00:00:00+00:00,5,5,26,4
2025-06-12 00:00:00+00:00,6,4,26,4
2025-06-13 00:00:00+00:00,7,7,17,6
2025-06-14 00:00:00+00:00,2,2,5,2
2025-06-15 00:00:00+00:00,5,5,3,2
2025-06-16 00:00:00+00:00,11,7,25,2
2025-06-17 00:00:00+00:00,10,4,29,6
2025-06-18 00:00:00+00:00,5,5,9,3
2025-06-19 00:00:00+00:00,1,1,17,8
2025-06-20 00:00:00+00:00,1,1,21,3
2025-06-21 00:00:00+00:00,2,2,8,4
