time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,45,20,8,4
2026-04-21 00:00:00+00:00,45,23,17,10
2026-04-22 00:00:00+00:00,79,32,8,2
2026-04-23 00:00:00+00:00,72,19,3,3
2026-04-24 00:00:00+00:00,90,33,2,2
2026-04-25 00:00:00+00:00,44,17,0,0
2026-04-26 00:00:00+00:00,32,10,0,0
2026-04-27 00:00:00+00:00,15,6,6,4
2026-04-28 00:00:00+00:00,7,2,2,2
2026-04-29 00:00:00+00:00,22,10,3,3
2026-04-30 00:00:00+00:00,7,2,5,1
2026-05-01 00:00:00+00:00,39,9,2,2
2026-05-02 00:00:00+00:00,20,6,2,1
2026-05-03 00:00:00+00:00,40,13,4,1
