time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,9.0,6.0,69,11
2025-05-30 00:00:00+00:00,4.0,3.0,71,11
2025-05-31 00:00:00+00:00,2.0,2.0,10,5
2025-06-01 00:00:00+00:00,1.0,1.0,6,2
2025-06-02 00:00:00+00:00,2.0,2.0,23,8
2025-06-03 00:00:00+00:00,1.0,1.0,77,6
2025-06-04 00:00:00+00:00,4.0,2.0,51,11
2025-06-05 00:00:00+00:00,4.0,3.0,27,7
2025-06-06 00:00:00+00:00,5.0,2.0,25,5
2025-06-07 00:00:00+00:00,3.0,3.0,5,3
2025-06-08 00:00:00+00:00,5.0,2.0,16,2
2025-06-09 00:00:00+00:00,6.0,3.0,19,4
2025-06-10 00:00:00+00:00,5.0,3.0,28,4
2025-06-11 00:00:00+00:00,,,26,4
