time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,2.0,1.0,6,4
2024-12-04 00:00:00+00:00,2.0,1.0,9,7
2024-12-05 00:00:00+00:00,,,18,6
2024-12-06 00:00:00+00:00,1.0,1.0,12,4
2024-12-07 00:00:00+00:00,2.0,1.0,2,2
2024-12-08 00:00:00+00:00,,,3,3
2024-12-09 00:00:00+00:00,3.0,1.0,14,7
2024-12-10 00:00:00+00:00,,,4,4
2024-12-11 00:00:00+00:00,6.0,3.0,14,6
2024-12-12 00:00:00+00:00,3.0,1.0,4,2
2024-12-13 00:00:00+00:00,2.0,1.0,7,3
2024-12-14 00:00:00+00:00,3.0,1.0,1,1
2024-12-15 00:00:00+00:00,,,3,1
2024-12-16 00:00:00+00:00,,,8,2
