referrer,views_total,views_unique
Google,108,21
github.com,59,12
onlinelibrary.wiley.com,31,8
george-r-heath.github.io,16,8
com.linkedin.android,14,3
mail.google.com,14,1
t.co,13,2
biorxiv.org,6,2
ecosia.org,4,2
statics.teams.cdn.office.net,2,1
