time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-30 00:00:00+00:00,19,6,3,2
2026-07-01 00:00:00+00:00,2,2,7,4
2026-07-02 00:00:00+00:00,9,4,7,5
2026-07-03 00:00:00+00:00,14,5,11,5
2026-07-04 00:00:00+00:00,8,3,1,1
2026-07-05 00:00:00+00:00,8,3,2,2
2026-07-06 00:00:00+00:00,1,1,5,4
2026-07-07 00:00:00+00:00,31,11,0,0
2026-07-08 00:00:00+00:00,0,0,5,2
2026-07-09 00:00:00+00:00,14,5,14,8
2026-07-10 00:00:00+00:00,26,12,5,4
2026-07-11 00:00:00+00:00,12,7,0,0
2026-07-12 00:00:00+00:00,14,5,6,5
2026-07-13 00:00:00+00:00,10,4,6,5
