url_path,views_total,views_unique
/George-R-Heath/NanoLocz/graphs/traffic,38,1
/George-R-Heath/NanoLocz,31,15
/George-R-Heath/NanoLocz/blob/main/README.md,19,2
/George-R-Heath/NanoLocz/pulse,18,1
/George-R-Heath/NanoLocz/blob/main/NanoLocz-User-Guide.md,16,5
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz,14,1
/George-R-Heath/NanoLocz/releases,9,8
/George-R-Heath/NanoLocz/issues,7,2
/George-R-Heath/NanoLocz/tree/main/GUI,4,2
/George-R-Heath/NanoLocz/blob/main/LICENSE,2,1
