time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-06 00:00:00+00:00,9,4,4,2
2026-05-07 00:00:00+00:00,11,6,6,4
2026-05-08 00:00:00+00:00,11,6,8,4
2026-05-09 00:00:00+00:00,14,5,2,1
2026-05-10 00:00:00+00:00,9,4,1,1
2026-05-11 00:00:00+00:00,13,4,15,4
2026-05-12 00:00:00+00:00,28,8,8,4
2026-05-13 00:00:00+00:00,37,13,1,1
2026-05-14 00:00:00+00:00,9,4,0,0
2026-05-15 00:00:00+00:00,26,9,8,4
2026-05-16 00:00:00+00:00,13,4,5,3
2026-05-17 00:00:00+00:00,8,3,1,1
2026-05-18 00:00:00+00:00,18,6,1,1
2026-05-19 00:00:00+00:00,30,10,7,4
