time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-26 00:00:00+00:00,1.0,1.0,4,3
2023-08-27 00:00:00+00:00,2.0,2.0,55,4
2023-08-28 00:00:00+00:00,5.0,5.0,35,6
2023-08-29 00:00:00+00:00,1.0,1.0,74,8
2023-08-30 00:00:00+00:00,1.0,1.0,19,5
2023-08-31 00:00:00+00:00,2.0,2.0,39,6
2023-09-01 00:00:00+00:00,1.0,1.0,41,1
2023-09-02 00:00:00+00:00,1.0,1.0,5,1
2023-09-03 00:00:00+00:00,1.0,1.0,1,1
2023-09-04 00:00:00+00:00,2.0,2.0,29,6
2023-09-05 00:00:00+00:00,1.0,1.0,6,4
2023-09-06 00:00:00+00:00,1.0,1.0,4,2
2023-09-07 00:00:00+00:00,1.0,1.0,6,2
2023-09-08 00:00:00+00:00,,,22,3
