url_path,views_total,views_unique
/George-R-Heath/NanoLocz,67,44
/George-R-Heath/NanoLocz/blob/main/NanoLocz-User-Guide.md,41,10
/George-R-Heath/NanoLocz/graphs/traffic,35,1
/George-R-Heath/NanoLocz/releases,25,21
/George-R-Heath/NanoLocz/tree/main/GUI,14,6
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz,11,1
/George-R-Heath/NanoLocz/tree/main/.github/workflows,10,4
/George-R-Heath/NanoLocz/tree/main/scripts,7,2
/George-R-Heath/NanoLocz/pulse,7,1
/George-R-Heath/NanoLocz/tree/main/Example%20Data,6,2
