time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-15 00:00:00+00:00,1.0,1.0,29,8
2025-05-16 00:00:00+00:00,2.0,2.0,26,6
2025-05-17 00:00:00+00:00,2.0,2.0,5,2
2025-05-18 00:00:00+00:00,5.0,2.0,19,2
2025-05-19 00:00:00+00:00,5.0,5.0,139,10
2025-05-20 00:00:00+00:00,4.0,2.0,80,13
2025-05-21 00:00:00+00:00,18.0,12.0,104,9
2025-05-22 00:00:00+00:00,18.0,8.0,102,3
2025-05-23 00:00:00+00:00,65.0,18.0,363,6
2025-05-24 00:00:00+00:00,10.0,3.0,4,1
2025-05-25 00:00:00+00:00,1.0,1.0,1,1
2025-05-26 00:00:00+00:00,2.0,2.0,6,3
2025-05-27 00:00:00+00:00,1.0,1.0,11,2
2025-05-28 00:00:00+00:00,,,28,7
