referrer,views_total,views_unique
github.com,54,2
Google,40,14
perplexity.ai,9,1
chatgpt.com,8,3
statics.teams.cdn.office.net,6,1
uk.mathworks.com,2,1
onlinelibrary.wiley.com,2,1
mathworks.com,1,1
