time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-29 00:00:00+00:00,1,1,74,8
2023-08-30 00:00:00+00:00,1,1,19,5
2023-08-31 00:00:00+00:00,2,2,39,6
2023-09-01 00:00:00+00:00,1,1,41,1
2023-09-02 00:00:00+00:00,1,1,5,1
2023-09-03 00:00:00+00:00,1,1,1,1
2023-09-04 00:00:00+00:00,2,2,29,6
2023-09-05 00:00:00+00:00,1,1,6,4
2023-09-06 00:00:00+00:00,1,1,4,2
2023-09-07 00:00:00+00:00,1,1,6,2
2023-09-08 00:00:00+00:00,1,1,22,3
2023-09-09 00:00:00+00:00,1,1,2,2
2023-09-10 00:00:00+00:00,2,2,106,1
2023-09-11 00:00:00+00:00,1,1,35,5
