time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-04 00:00:00+00:00,3,3,14,4
2026-09-05 00:00:00+00:00,4,4,0,0
2026-09-06 00:00:00+00:00,2,2,1,1
2026-09-07 00:00:00+00:00,2,2,12,5
2026-09-08 00:00:00+00:00,3,3,5,4
2026-09-09 00:00:00+00:00,5,4,2,2
2026-09-10 00:00:00+00:00,1,1,1,1
2026-09-11 00:00:00+00:00,1,1,3,2
2026-09-12 00:00:00+00:00,10,4,4,2
2026-09-13 00:00:00+00:00,21,8,1,1
2026-09-14 00:00:00+00:00,5,5,28,6
2026-09-15 00:00:00+00:00,11,6,10,6
2026-09-16 00:00:00+00:00,8,5,5,4
2026-09-17 00:00:00+00:00,1,1,12,5
