time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-12 00:00:00+00:00,1.0,1.0,9,1
2023-11-13 00:00:00+00:00,11.0,6.0,136,3
2023-11-14 00:00:00+00:00,2.0,2.0,39,4
2023-11-15 00:00:00+00:00,1.0,1.0,34,5
2023-11-16 00:00:00+00:00,1.0,1.0,23,2
2023-11-17 00:00:00+00:00,1.0,1.0,10,1
2023-11-18 00:00:00+00:00,1.0,1.0,10,1
2023-11-19 00:00:00+00:00,1.0,1.0,6,1
2023-11-20 00:00:00+00:00,2.0,2.0,19,1
2023-11-21 00:00:00+00:00,2.0,2.0,8,1
2023-11-22 00:00:00+00:00,1.0,1.0,25,1
2023-11-23 00:00:00+00:00,23.0,10.0,217,4
2023-11-24 00:00:00+00:00,5.0,4.0,213,15
2023-11-25 00:00:00+00:00,,,75,19
