referrer,views_total,views_unique
Google,63,18
Bing,21,1
george-r-heath.github.io,12,8
github.com,10,4
heath-afm-lab.github.io,2,2
DuckDuckGo,2,2
biorxiv.org,2,1
yandex.ru,1,1
youtube.com,1,1
Baidu,1,1
