time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,8.0,3.0,5,2
2025-10-20 00:00:00+00:00,2.0,2.0,18,3
2025-10-21 00:00:00+00:00,21.0,6.0,18,4
2025-10-22 00:00:00+00:00,2.0,2.0,10,3
2025-10-23 00:00:00+00:00,1.0,1.0,11,6
2025-10-24 00:00:00+00:00,20.0,5.0,8,5
2025-10-25 00:00:00+00:00,7.0,2.0,1,1
2025-10-26 00:00:00+00:00,2.0,2.0,20,5
2025-10-27 00:00:00+00:00,7.0,2.0,20,6
2025-10-28 00:00:00+00:00,8.0,3.0,10,3
2025-10-29 00:00:00+00:00,13.0,3.0,3,3
2025-10-30 00:00:00+00:00,2.0,2.0,11,4
2025-10-31 00:00:00+00:00,2.0,2.0,25,8
2025-11-01 00:00:00+00:00,,,1,1
