time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-14 00:00:00+00:00,5.0,5.0,41,8
2025-07-15 00:00:00+00:00,3.0,3.0,43,6
2025-07-16 00:00:00+00:00,1.0,1.0,34,6
2025-07-17 00:00:00+00:00,1.0,1.0,43,11
2025-07-18 00:00:00+00:00,1.0,1.0,41,6
2025-07-19 00:00:00+00:00,4.0,4.0,10,2
2025-07-20 00:00:00+00:00,2.0,2.0,6,3
2025-07-21 00:00:00+00:00,2.0,2.0,28,8
2025-07-22 00:00:00+00:00,4.0,4.0,7,1
2025-07-23 00:00:00+00:00,6.0,6.0,48,3
2025-07-24 00:00:00+00:00,5.0,5.0,35,6
2025-07-25 00:00:00+00:00,5.0,4.0,9,3
2025-07-26 00:00:00+00:00,1.0,1.0,4,2
2025-07-27 00:00:00+00:00,,,2,1
