time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-28 00:00:00+00:00,1,1,1,1
2023-10-29 00:00:00+00:00,1,1,3,1
2023-10-30 00:00:00+00:00,2,2,3,1
2023-10-31 00:00:00+00:00,19,9,197,3
2023-11-01 00:00:00+00:00,2,2,43,4
2023-11-02 00:00:00+00:00,1,1,34,2
2023-11-03 00:00:00+00:00,1,1,28,2
2023-11-04 00:00:00+00:00,1,1,4,2
2023-11-05 00:00:00+00:00,2,2,16,2
2023-11-06 00:00:00+00:00,2,2,9,2
2023-11-07 00:00:00+00:00,2,2,17,9
2023-11-08 00:00:00+00:00,1,1,38,1
2023-11-09 00:00:00+00:00,1,1,9,2
2023-11-10 00:00:00+00:00,5,3,52,1
