time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-28 00:00:00+00:00,12,2,8,3
2023-09-29 00:00:00+00:00,1,1,19,3
2023-09-30 00:00:00+00:00,1,1,1,1
2023-10-01 00:00:00+00:00,1,1,3,1
2023-10-02 00:00:00+00:00,2,2,5,2
2023-10-03 00:00:00+00:00,1,1,34,4
2023-10-04 00:00:00+00:00,2,2,18,6
2023-10-05 00:00:00+00:00,1,1,87,4
2023-10-06 00:00:00+00:00,13,2,25,4
2023-10-07 00:00:00+00:00,1,1,4,1
2023-10-08 00:00:00+00:00,1,1,4,1
2023-10-09 00:00:00+00:00,4,3,32,3
2023-10-10 00:00:00+00:00,3,2,6,3
2023-10-11 00:00:00+00:00,1,1,12,4
