time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-18 00:00:00+00:00,1.0,1.0,46,5
2024-04-19 00:00:00+00:00,3.0,3.0,202,6
2024-04-20 00:00:00+00:00,2.0,2.0,22,3
2024-04-21 00:00:00+00:00,6.0,3.0,4,2
2024-04-22 00:00:00+00:00,1.0,1.0,60,8
2024-04-23 00:00:00+00:00,1.0,1.0,38,6
2024-04-24 00:00:00+00:00,1.0,1.0,15,4
2024-04-25 00:00:00+00:00,1.0,1.0,40,7
2024-04-26 00:00:00+00:00,1.0,1.0,32,4
2024-04-27 00:00:00+00:00,2.0,2.0,7,3
2024-04-28 00:00:00+00:00,1.0,1.0,6,2
2024-04-29 00:00:00+00:00,1.0,1.0,11,3
2024-04-30 00:00:00+00:00,1.0,1.0,20,5
2024-05-01 00:00:00+00:00,,,18,5
