time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-05 00:00:00+00:00,2.0,2.0,16,2
2023-11-06 00:00:00+00:00,2.0,2.0,9,2
2023-11-07 00:00:00+00:00,2.0,2.0,17,9
2023-11-08 00:00:00+00:00,1.0,1.0,38,1
2023-11-09 00:00:00+00:00,1.0,1.0,9,2
2023-11-10 00:00:00+00:00,6.0,4.0,52,1
2023-11-11 00:00:00+00:00,2.0,2.0,9,2
2023-11-12 00:00:00+00:00,1.0,1.0,9,1
2023-11-13 00:00:00+00:00,11.0,6.0,136,3
2023-11-14 00:00:00+00:00,2.0,2.0,39,4
2023-11-15 00:00:00+00:00,1.0,1.0,34,5
2023-11-16 00:00:00+00:00,1.0,1.0,23,2
2023-11-17 00:00:00+00:00,1.0,1.0,10,1
2023-11-18 00:00:00+00:00,,,10,1
