time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-26 00:00:00+00:00,19,17,104.0,10.0
2025-11-27 00:00:00+00:00,3,3,14.0,4.0
2025-11-28 00:00:00+00:00,2,2,31.0,8.0
2025-11-29 00:00:00+00:00,4,4,2.0,2.0
2025-11-30 00:00:00+00:00,1,1,,
2025-12-01 00:00:00+00:00,53,17,5.0,5.0
2025-12-02 00:00:00+00:00,25,6,9.0,3.0
2025-12-03 00:00:00+00:00,93,26,8.0,2.0
2025-12-04 00:00:00+00:00,8,4,15.0,5.0
2025-12-05 00:00:00+00:00,12,8,5.0,4.0
2025-12-06 00:00:00+00:00,7,3,5.0,2.0
2025-12-07 00:00:00+00:00,3,3,5.0,4.0
2025-12-08 00:00:00+00:00,4,4,12.0,4.0
2025-12-09 00:00:00+00:00,6,3,13.0,6.0
